物件,價位/坪,總價,房間,位置
宅在東台灣專任壽豐鯉魚潭住宅建地+露營區,4.76,,,壽豐鄉
近威秀影城超值邊間別墅【阿先】【專賣】,17.77,,4房2廳3衛,吉安鄉
明義國小旁溫馨三樓美寓【阿先】【專售】,20.81,,3房2廳2衛,花蓮市
花蓮市*國風學區*電梯華廈,21.3,,4房2廳2衛,花蓮市
花蓮縣府前電梯別墅,29.09,,5房2廳6衛,花蓮市
國際慢活城無敵山景電梯農舍,40.89,,6房2廳7衛,鳳林鎮
吉安方正特定目的事業廠辦,268.66,,,吉安鄉
🍎專任站前雙陽台大套房.賣屋四寶媽上慧,21.07,,1房1廳1衛,花蓮市
花蓮市建興大廈,28.57,,2房1廳2衛,花蓮市
市區兩房有車位華廈,19.56,,2房2廳2衛,花蓮市
1甲鳳林良田自用投資兩相宜,0.78,,,鳳林鎮
獨家專售💢大地坪面寬8米老宅別墅,13.22,,4房3廳4衛,吉安鄉
正市區顯眼高收益店面型住家【阿先】,29.07,,,花蓮市
鄉村風合法農舍面奇萊山【阿先】【專售】,45.11,,6房2廳4衛,壽豐鄉
日式綠建築冬暖夏涼的農舍【阿先】,31,,6房3廳6衛,鳳林鎮
花蓮東大門商務飯店,32.35,,,花蓮市
北昌包租公高投報八套,21.92,,8房8衛,花蓮市
年收百萬北昌十三套包租公,29.27,,13房13衛,花蓮市
黃金門牌北昌大別墅-宏宇,42.94,,4房3廳4衛,花蓮市
新社面海太平洋渡假村-宏宇,56.83,,29房2廳31衛,豐濱鄉
永慶★林楚珈★碧雲莊12米路優質別墅,27.3,,4房2廳3衛,花蓮市
永慶★林楚珈★吉安慶豐都內農地,4.61,,,吉安鄉
永慶☆林楚珈☆美崙小資族雙面採光挑高套房,21.72,,1房1廳1衛,花蓮市
低總價市區收租套房,22.79,,1房1衛,花蓮市
美崙公園旁豪邸預售別墅,27.93,,4房3廳5衛,花蓮市
吉安近貨櫃星巴克樂活全新預售別墅工業宅,24.76,,5房2廳6衛,吉安鄉
專售⭐花蓮市站前商圈78房黃金店面,24.32,,,花蓮市
💖💖尋找幸福的房子-找玲玲一定靈,20.63,,3房2廳2衛,花蓮市
吉安渡假villa優質農舍,56.53,,4房2廳4衛,吉安鄉
吉安廣賢休閒農業設施有巢泉盛,2.32,,,吉安鄉
美崙雙公園、好停車4房華廈,16.46,,4房2廳2衛,花蓮市
花蓮整棟電梯民宿,28.06,,15房2廳17衛,花蓮市
府前路金店面.土地68坪,25.43,,,花蓮市
{降價}二樓獨棟渡假villa休閒別墅,23.08,,3房2廳4衛,壽豐鄉
微笑美崙~最後一席~看海第一線,28.02,,2房2廳2衛,花蓮市
美崙優質公教區電梯美三房附平面車位,16.19,,3房2廳2衛,花蓮市
國立東華大學旁收租15套房農舍,26.69,,10房10衛,壽豐鄉
鳳林.慢城鄉鎮.建地[有平房],5.5,,,鳳林鎮
{專賣}東華大學旁.五區村莊內,1.08,,,壽豐鄉
勝安公園.公設保留地.解編.投報高,8.5,,,吉安鄉
預售#吉安南埔全新三房#台灣大為,23.6,,3房2廳2衛,吉安鄉
慈濟後站全新預售別墅1550萬,28.7,,4房2廳5衛,花蓮市
永慶☆林楚珈☆吉安精品電梯別墅,29.15,,6房3廳7衛,吉安鄉
永慶★林楚珈★吉安庭園景觀大農舍,42.53,,5房3廳5衛,吉安鄉
永慶☆林楚珈☆吉安近火車站屋況好別墅,22.9,,4房2廳5衛,吉安鄉
永慶☆林楚珈☆吉安休閒渡假大農舍,36.6,,4房2廳4衛,吉安鄉
永慶★林楚珈★北昌一樓店面起家厝,31.3,,,花蓮市
永慶林楚珈☆德安商圈寧靜透天,32.46,,3房2廳2衛,花蓮市
💖💖找玲玲一定靈-暫停,18.82,,3房3廳3衛,花蓮市
(售出)市區3房每坪12.7萬,12.65,,3房2廳2衛,花蓮市
富里鄉中平段降價農地,0.1,,,玉里鎮
市區優質中華路店面,41.37,,5房2廳5衛,花蓮市
💖💖海景車位度假屋-找玲玲一定靈,21,,3房2廳2衛,花蓮市
子清推薦別墅～慈科大旁收租8套房高投報,16.26,,8房8衛,吉安鄉
美崙優質大坪數!4房華廈,16.46,,4房2廳2衛,花蓮市
花蓮火車站前君悅富國飯店式住宅,32.95,,2房2廳1衛,花蓮市
太昌~山景農舍~,50.39,,,吉安鄉
林楚珈★山景農舍區美農地★就是好生活,1.87,,,吉安鄉
永慶★林楚珈★市區透天近艾美酒店地點好,19.89,,4房2廳3衛,花蓮市
中信劉建麟推薦~專任慈科大8套房收租別墅,16.21,,8房8衛,吉安鄉
*羿君*專推壽豐首選志平段商業區重劃建地,3.8,,,壽豐鄉
專任件美崙大坪數華店,14.14,,3房2廳3衛,花蓮市
24小時社區警衛管理1-2樓含平面車位,12.81,,4房2廳2衛,壽豐鄉
專賣~黃昏市場店住兩用大地坪別墅,17.41,,6房2廳5衛,吉安鄉
獨家~美崙近千坪運動公園全新完工別墅,32.14,,4房2廳5衛,花蓮市
光復近193線大面積便宜農地,0.09,,,光復鄉
💖💖北昌兩房-找玲玲一定靈,28.63,,2房2廳1衛,花蓮市
台灣🏡萍萍🤝推薦市區全新整理美套房,29.71,,1房1衛,花蓮市
新城海堤近沙灘足坪農地,1.7,,,新城鄉
看海第一排稀有建地近東大門夜市,74.82,,,花蓮市
#售出🏡萍萍🤝推薦慈濟醫院三房美華廈,26.06,,3房2廳2衛,花蓮市
688萬歡喜買中華國小最美方正兩房,26.17,,2房1廳1衛,花蓮市
自售花蓮秀林德布克段301坪原保農地,0.56,,,秀林鄉
獨家★吉安東昌社區二房屋況佳美華廈,22.96,,2房1廳1衛,吉安鄉
專任★前站有管理兩房車位低總價華廈,16.8,,2房2廳2衛,花蓮市
花蓮美崙超值工業區方正乙工建地,5.57,,,花蓮市
美崙伊達斯管理大樓-宏宇,29.4,,2房1廳2衛,花蓮市
💖溫馨高質感時尚典雅兩房💖已售出,27.41,,2房2廳1衛,花蓮市
專任美崙公園華廈,19.53,,3房2廳2衛,花蓮市
獨賣~美崙高爾夫球場優質邊間別墅,26.08,,4房2廳5衛,花蓮市
🌈社區型低調奢華全新電梯別墅🌈,30.98,,4房2廳5衛,吉安鄉
🎈近市區面寬十米雙車庫前庭後院稀有別墅,25.75,,4房3廳2衛,吉安鄉
獨家!花蓮市區香榭大道旁美套房,30.77,,1房1廳1衛,花蓮市
專賣~吉安有水有電漂亮果園美農地,1.07,,,吉安鄉
*羿君*專推香榭大道旁商業區平房建地,95,,,花蓮市
美崙稀有釋出挑高華廈店住雙店面,21.11,,,花蓮市
*羿君*瑞穗好湯超稀有-私人溫泉井休閒地,3.48,,,瑞穗鄉
*羿君*專任宜家河岸景觀三房車位華廈,21.01,,3房2廳2衛,花蓮市
*羿君*專推永興全新邊間四套房社區別墅,24.77,,4房2廳5衛,吉安鄉
*羿君*專任光復自行車步道旁足坪農地,0.45,,,光復鄉
壽豐.鹽寮.看海小筆農地,2.89,,,壽豐鄉
🍎北昌全新整理溫馨三房!賣屋四寶媽上慧,26.06,,3房2廳2衛,花蓮市
🍎專任!後站寬敞大三房.賣屋四寶媽上慧,19.35,,3房2廳2衛,花蓮市
市中心德安美食街包租3.5萬七套房透天,33.73,,7房7衛,花蓮市
🍎太昌邊間全新整理透天！賣屋四寶媽上慧,24.98,,3房2廳4衛,吉安鄉
"一手屋別墅,自住出售,誠可議 ",23.29,,4房2廳4衛,花蓮市
🍎後站高投報收租三房！賣屋四寶媽上慧,19.08,,3房2廳2衛,花蓮市
銘星學園雙面採光大陽台套房,21.6,,1房1衛,花蓮市
壽豐東華大學吳全段農地,0.85,,,壽豐鄉
吉安角地農地,1,,,吉安鄉
中華國宅實惠3房,23.38,,3房2廳1衛,花蓮市
東大門旁電梯花崗學區套房,18.64,,1房1廳1衛,花蓮市
壽豐東華大學旁農舍,54.89,,4房3廳5衛,壽豐鄉
站前中華國小旁2房華廈,13.5,,2房1廳1衛,花蓮市
🍎南國泰邊間九套高投報.賣屋四寶媽上慧,28.85,,9房9衛,吉安鄉
吉安南華靜巷方正甲種建地,8.45,,,吉安鄉
吉安邊間孝親透天【好停車、專任】【阿先】,29.41,,4房2廳3衛,吉安鄉
有巢安善推~~美崙12套房投資高報酬透天,20.42,,12房1廳2衛,花蓮市
鯉魚潭旁-山林裡-有水電資材室美樂農地,0.59,,,壽豐鄉
有巢安善強推北濱海景第一排民宿,67.32,,,花蓮市
19間.電梯.套房~山.海景~民宿首選~,29,,,新城鄉
七星潭.看海24房.電梯民宿,32.35,,24房2廳25衛,新城鄉
花蓮.洄瀾灣海灘旅店,42.05,,25房2廳27衛,吉安鄉
永慶小花站前稀有釋出貴族華廈,27.41,,2房2廳1衛,花蓮市
和平路雙面路面寬12米金店面,30.28,,,花蓮市
專售:美崙文教區大坪數三房華廈,12.3,,3房2廳2衛,花蓮市
和平路雙面路面寬12米金店面,30.28,,,花蓮市
專售:美崙文教區大坪數三房華廈,12.3,,3房2廳2衛,花蓮市
李安迪推薦-市中心大地坪三車位獨棟美墅,33.5,,6房2廳5衛,花蓮市
富里火車站附近2甲半農地,0.06,,,富里鄉
鹽寮最美秘境景觀玻璃屋旁看海農地,1.6,,,壽豐鄉
急售後站近公園慈濟市八市場好機能店住,16.23,,3房3廳4衛,花蓮市
美崙公園旁孝親房山海景透天店面,18.36,,5房3廳3衛,花蓮市
美崙邊間雙車庫景觀大陽台別墅,22.68,,4房2廳4衛,花蓮市
市區電梯華廈可炊大套房,21.74,,1房1廳1衛,花蓮市
吉安南華全新農業設施,3.02,,,吉安鄉
吉安初音農地,1.03,,,吉安鄉
後站慈濟優質華廈-家有建國(已售出),26.06,,3房2廳2衛,花蓮市
專任下台地原保農地,0.35,,,秀林鄉
稀有車位套房,19.81,,1房1衛,吉安鄉
花蓮吉安黃昏市場商業區店面,18.34,,,吉安鄉
秀林鄉下台地路美原保地,0.28,,,秀林鄉
專任美崙球崙運動公園旁3房公寓,14.41,,3房2廳2衛,花蓮市
富里低總價優美透天厝,17.13,,4房2廳2衛,富里鄉
壽豐新整理大農舍-宏宇,54.88,,4房3廳5衛,壽豐鄉
新城老街旁轉角農地-宏宇,1.62,,,秀林鄉
吉安光英農地,0.85,,,吉安鄉
壽豐大湖腳農地,0.53,,,壽豐鄉
鳳林水車農地,1.23,,,鳳林鎮
吉安地形美農地,1.55,,,吉安鄉
吉安福袋農地,0.88,,,吉安鄉
美崙收租透天-家有建國,24.8,,11房11衛,花蓮市
美崙翰品公寓低樓層三房,22.98,,3房1廳1衛,花蓮市
中信劉建麟推薦~專任上美崙學區金店住,19.54,,1房2廳2衛,花蓮市
李子清推薦農舍～光復糖廠旁清靜悠閒,41.33,,,光復鄉
太昌黃金門牌有裝潢農舍-宏宇,56.52,,4房2廳4衛,吉安鄉
專任鳳林稀有方正大建地-宏宇,4.92,,,鳳林鎮
東大夜市旁!正市中心2年輕齡屋,27.61,,2房2廳2衛,花蓮市
花蓮七星潭★燈塔民宿,32.23,,13房2廳14衛,新城鄉
*專售*新城老街超商金店面-家有建國,19.15,,,新城鄉
*專售*吉安屋齡新別墅規格店住-(售出),20.44,,4房3廳5衛,吉安鄉
🌈東海岸海景第一線無敵海景都外小美農,2.89,,,壽豐鄉
新城海邊曼波海灘分售小筆農地,1.46,,,新城鄉
慈濟精舍平房農舍,34.46,,2房1廳2衛,新城鄉
瑞穗溫泉漂亮建地,10.8,,,瑞穗鄉
南海～大地坪透天-家有建國(已售出),22.71,,3房2廳2衛,吉安鄉
專任市區最頂級農舍-宏宇,69.49,,3房2廳4衛,花蓮市
中心博愛金三角店面-宏宇,23.63,,,花蓮市
獨家台11縣看海露營農地-宏宇,1,,,豐濱鄉
秧悅渡假飯店旁~一般農業區,2.5,,,吉安鄉
北埔9套房活巷透天厝高投報率,20.38,,9房9衛,新城鄉
{專售}壽豐.傅家農莊.有稅籍小木屋,1.78,,,壽豐鄉
豐濱東興台11線上依山面海美農地,0.8,,,豐濱鄉
專～壽豐忠孝新村都內綠油油山景美田②,0.8,,,壽豐鄉
後站東方巴黎三房華廈,23.93,,3房2廳2衛,花蓮市
北昌慈濟!雙車位!別墅!,31.63,,7房2廳7衛,吉安鄉
國聯明星紅茶!小透天298萬,13.55,,2房1廳2衛,花蓮市
北昌稀有釋出!角間大別墅!,31.29,,4房2廳2衛,花蓮市
花蓮正台九線旁農地,2.5,,,新城鄉
台九縣上黃金雙收益店面,15.74,,7房2廳7衛,新城鄉
花蓮鳳林景觀建地+農地~有巢泉盛,2.51,,,鳳林鎮
花蓮光復鄉原屋況透天,8.26,,5房2廳2衛,光復鄉
【專】193縣德武風景區農地,0.21,,,玉里鎮
有巢氏小涵壽豐和平村近東華大學莊園農舍,59.71,,4房2廳5衛,壽豐鄉
壽豐車站總谷景觀屋~有巢泉盛,61.38,,1房1廳1衛,壽豐鄉
太昌全新雙併別墅~有巢泉盛,25.37,,4房2廳5衛,吉安鄉
花東縱谷～近鯉魚潭～景觀農地,0.25,,,壽豐鄉
永慶溫意蕙專售壽豐雲山水旁優資建地,6.53,,,壽豐鄉
永慶ivy『專售』近松湖驛站整地完整農地,1.05,,,吉安鄉
【專】正１９３線路邊柚子美農地,0.46,,,玉里鎮
吉安退休休閒農舍,55.75,,5房2廳5衛,吉安鄉
吉安渡假villa優質農舍,56.59,,4房2廳4衛,吉安鄉
專售★北濱無敵海景獨棟潛力無限建地,112.22,,,花蓮市
專售~北濱電梯無限海景超美民宿級美墅,41.43,,9房2廳10衛,花蓮市
已售出後站唯美三房華廈,26.06,,3房2廳2衛,花蓮市
站前高機能雙面採光陽台大套房,20.02,,1房1衛,花蓮市
低總價市區蛋黃區店住可開店可居住,43.42,,開放式格局,花蓮市
A791美崙東興大坪面寬店住,18.4,,,花蓮市
C801專任-南埔大地坪原味透天,26.01,,2房2廳1衛,吉安鄉
A805三角市場旁高投報金店面,26.57,,,吉安鄉
A806電梯店住,36.1,,,花蓮市
M247壽豐造景近東華大學農舍,59.71,,,壽豐鄉
D1626(專任)美崙低總價原味健康宅,14.84,,3房2廳2衛,花蓮市
專任~碧雲莊面寬型地50坪走路到慈濟學區,47.33,,4房2廳3衛,花蓮市
永慶戴淑萍獨家美崙近運動公園全新別墅,32.14,,4房5衛,花蓮市
有巢阿昌小孜女🔮站前中華國小大空間金店,22.99,,,花蓮市
市中心商業區增值金店面,69.49,,,花蓮市
美崙縣府飯店級套房,24.48,,1房1衛,花蓮市
悠閒慢活前庭後院景觀農舍,34.59,,4房3廳2衛,鳳林鎮
七腳川溪旁景觀優質建地,25,,,吉安鄉
老樹大樹最佳觀光工廠基地,25.71,,,光復鄉
北昌郵局2房華廈【台灣大為】,30,,2房1廳1衛,花蓮市
北昌面寬型5房別墅【台灣大為】,23.67,,5房3廳2衛,吉安鄉
市區遠東商圈三角窗店住~台灣大為,28.42,,3房1廳4衛,花蓮市
吉安田園現代風農舍#台灣大為推薦,56.23,,5房2廳6衛,吉安鄉
吉安近黃昏市場5大房農舍#台灣大為,33.8,,5房2廳6衛,吉安鄉
吉安全新美農舍【台灣大為】,38.81,,5房3廳6衛,吉安鄉
北昌大店透【使用坪數超大】【阿先】,19.95,,2房3廳3衛,吉安鄉
慈濟後站全新預售別墅,28.52,,4房2廳5衛,花蓮市
"平房大地坪,近圖書館面寬建地",25.84,,,吉安鄉
壽豐造景近東華大學農舍,59.71,,4房3廳5衛,壽豐鄉
花蓮市秀麗山水雙面臨路美地,1.7,,,花蓮市
專)花蓮漂亮快樂農地,0.94,,,新城鄉
專任秀林鄉都市計畫內原保農地挑戰最低價,0.29,,,秀林鄉
專)花蓮漂亮4分原保地,0.5,,,秀林鄉
吉安低總價高CP值別墅,23.03,,4房2廳2衛,吉安鄉
坐看美麗山巒【資材室、有水電】【阿先】,0.59,,,壽豐鄉
超便宜正三房不到六百萬【阿先】,17.23,,3房2廳2衛,花蓮市
7年屋優質典雅別墅,25.45,,6房2廳6衛,吉安鄉
花蓮豐濱東興背山面海180度海景觀星空農,0.52,,,豐濱鄉
市區~主要幹道上~機能佳~四房華廈,24.75,,4房2廳2衛,花蓮市
市中心麥當勞商圈三角窗店面,33.05,,,花蓮市
永慶陳秋美波浪稻田臨14米路美地,0.8,,,吉安鄉
北埔大地坪面寬別墅,12.12,,4房3廳4衛,新城鄉
宜昌近黃昏市場四房孝親輕奢美墅D020,36.02,,4房2廳4衛,吉安鄉
玉里禹東方正三面臨路農地~近大禹國小,0.41,,,玉里鎮
專售-吉安車站旁-車庫別墅$1180萬,24.35,,4房3廳3衛,吉安鄉
專約~市區建國路收租透天,20.61,,4房1廳4衛,花蓮市
永慶小花~~壽豐全新整理美美農舍,59.69,,4房3廳5衛,壽豐鄉
鳳林鎮前後路面寬型店住,10.69,,,鳳林鎮
吉安前後路大坪數大庭院退休生活佳,11.24,,11房2廳6衛,吉安鄉
南華-憶山水農地,2.67,,,吉安鄉
新城原屋況四房透天,18.38,,4房2廳2衛,新城鄉
美崙府前路大地坪店面,32.98,,,花蓮市
罕見利多大別墅,13.17,,4房2廳3衛,瑞穗鄉
永慶-Tina*吉安南海「原味屋」小透天,23.12,,4房2廳2衛,吉安鄉
罕見利多大別墅,13.17,,4房2廳3衛,瑞穗鄉
永慶-Tina*吉安南海「原味屋」小透天,23.12,,4房2廳2衛,吉安鄉
李子清推薦～前站3年新屋2房華廈,26.46,,2房1廳1衛,花蓮市
投資自用最佳選擇花蓮瑞穗柚子園,0.35,,,瑞穗鄉
幸福樂園全新獨棟電梯大地坪別墅,24.25,,6房2廳7衛,吉安鄉
優質生活機能雅緻2房,22.56,,2房2廳2衛,吉安鄉
牛山呼庭公車站旁世外桃花園承租權,0.03,,,壽豐鄉
【花蓮吉安極近市區店住型透天】,31.53,,5房2廳4衛,吉安鄉
站前輕屋齡華廈找玉如0932651644,26.17,,2房2廳1衛,花蓮市
溫馨套房有車位找玉如0932651644,19.81,,1房1衛,吉安鄉
【台灣大為推薦】壽豐和平村4套房農舍,54.97,,4房3廳5衛,壽豐鄉
市區花商60坪建地~買地送平房-台灣大為,17.85,,,花蓮市
全新時尚電梯豪邸,26.1,,4房2廳4衛,吉安鄉
小資族站前機能極佳2房華廈,25.64,,2房1廳1衛,花蓮市
遠百商圈獨棟別墅,42.11,,5房2廳6衛,花蓮市
花蓮站前精緻裝潢二房華廈,26.25,,2房1廳1衛,花蓮市
降價_現場更美~美崙有平面車位溫馨美三房,12.78,,3房2廳2衛,花蓮市
降價!慈濟大學27房收租農舍莊園悠活雅文,27.88,,27房2廳27衛,吉安鄉
吉安臨台九線田園景觀農舍,39.18,,5房3廳6衛,吉安鄉
🍎吉安平面車位大套房.賣屋四寶媽上慧,19.35,,1房1廳1衛,吉安鄉
🍎站前全新整理兩房華廈！賣屋四寶媽上慧,26.17,,2房2廳1衛,花蓮市
壽豐山林芬多精農舍~有巢泉盛,29.85,,6房2廳7衛,壽豐鄉
光復建地393平房~有巢泉盛,34.15,,3房2廳1衛,光復鄉
德安花園廣場大樓B006,23.37,,3房2廳2衛,花蓮市
北昌溫馨三房三陽台華廈/全新整理,21.98,,3房2廳2衛,花蓮市
新城山海灣景觀農地~有巢泉盛,1.7,,,新城鄉
北昌自立路熱鬧金透店E010,31.53,,6房2廳3衛,花蓮市
台九線三角窗黃金店面,37.36,,,新城鄉
自售市區國風國中學區第一手屋超大主臥,20.28,,3房2廳2衛,花蓮市
降價~站前溫馨小套房-自住出租皆宜,18.99,,1房1衛,花蓮市
【花蓮玉里高品質全棟防水車庫庭院別墅】,18.33,,4房3廳5衛,玉里鎮
【已售出】市中心難得有花園別墅B274,29.73,,4房2廳3衛,花蓮市
花蓮市站前木質風溫暖裝潢兩房華厦,23.27,,2房2廳2衛,花蓮市
降價!近台開影城邊間面寬優質工業宅6房,25.26,,6房2廳4衛,吉安鄉
降🌈美崙儒林世家【有平面車位】三房華廈,19.17,,3房2廳2衛,花蓮市
家樂福旁商業區有稅籍透天,16.97,,2房2廳1衛,新城鄉
壽豐鄉環境優美924坪農牧用地,0.68,,,壽豐鄉
吉安知名親子民宿電梯農舍~悠活雅文,22.38,,11房1廳11衛,吉安鄉
吉安南埔臨大路優質4房車庫別墅-悠活雅文,26.4,,4房2廳3衛,吉安鄉
鹽寮最美秘境景觀玻璃屋旁看海農地,1.6,,,壽豐鄉
專任🍎北埔低總價原屋況透天⭐,16.97,,2房2廳1衛,新城鄉
近慈濟後站都內小農地,2.68,,,花蓮市
*專賣~花蓮市浪漫滿屋海景三房華廈,29.52,,3房2廳2衛,花蓮市
市中心站前庭園面寬別墅已成交,29.74,,4房2廳3衛,花蓮市
有巢阿昌小孜女🔮屋主誠售站前車位華廈,23.26,,2房2廳2衛,花蓮市
近鳳林市區方正建地H006,7,,,鳳林鎮
壹等轉運站綠意兩房,26.25,,2房1廳1衛,花蓮市
(已售出)花蓮康樂鄉根全新整理車庫別墅,25.2,,3房2廳3衛,新城鄉
全新整理北昌車庫7房別墅,31.54,,7房2廳7衛,吉安鄉
懷情驚悚價公寓,16.18,,開放式格局,花蓮市
站前全新整理溫馨2房華廈B026,26.25,,2房2廳1衛,花蓮市
花蓮市區站旁建地H002,45.25,,,花蓮市
北昌公園旁三房精美公寓A010,24.03,,3房2廳1衛,花蓮市
李安迪推薦-上美崙環山休閒宅,23.47,,1房1衛,花蓮市
吉安全新獨棟田園風情農舍F004,39.17,,,吉安鄉
站前低總價車庫別墅D017,21.16,,4房2廳3衛,花蓮市
碧雲莊臨路大原屋況稀有釋出透天已售出,20.33,,2房1廳1衛,花蓮市
